Date,LocationID,PU_passenger,PUTripDistance_count,PickUp_count,PU_fare,PUT_fare,DO_passenger,DOTripDistance_count,DropOff_count,DO_fare,DOT_fare
2020-10,125,9269.0,16679.53,31,72843.72,110535.41,7839.0,13891.550000000001,5476,61477.6,93350.57
2020-10,127,402.0,1680.74,31,7608.23,9002.03,2112.0,13058.17,1552,43663.48,53019.2
2020-10,128,55.0,447.99,25,1656.13,1903.05,147.0,967.6700000000001,122,3313.13,4022.38
2020-10,137,43202.0,80497.97,31,352071.93,524217.43,39855.0,61748.24,28881,288127.35,441341.5
2020-10,140,64879.0,121115.98,31,555495.23,818582.11,58628.0,193429.62,42382,447050.08,677458.45
2020-10,141,78449.0,110296.64,31,534640.29,835686.53,76527.0,95552.37,53904,488313.97,781618.44
2020-10,142,73777.0,287489.05000000005,31,518818.56,804995.1900000001,66445.0,87697.09,46767,427461.59,683683.6900000001
2020-10,143,34695.0,52194.9,31,248106.65,379486.5,39549.0,56132.25,27856,270776.88,424948.84
2020-10,144,14675.0,26529.87,31,119005.93,175759.43,15994.0,28366.98,11035,131491.79,195046.16999999998
2020-10,148,13703.0,28254.18,31,117579.2,171325.96,15483.0,29172.29,10784,132866.31,195309.39
2020-10,151,35586.0,55575.84,31,263908.75,370363.24,32164.0,49624.39,22512,232197.69,340642.47
2020-10,152,3018.0,6533.23,31,29537.5,36183.19,5719.0,13831.27,4049,58279.76,74057.73
2020-10,153,125.0,696.45,30,3010.38,3430.59,228.0,1557.6200000000001,184,5890.7,6670.94
2020-10,158,12099.0,20608.92,31,92831.78,142632.89,17975.0,28910.93,12560,132058.2,205979.1
2020-10,161,78513.0,116429.02,31,569124.82,887716.88,68583.0,85152.84,49594,440247.89,697856.59
2020-10,162,71418.0,105488.19,31,500735.54,787783.1,54442.0,69171.11,39363,355925.94,566592.92
2020-10,163,52348.0,78207.59,31,378419.55,586959.07,45147.0,58771.75,32267,294309.97,468208.47
2020-10,164,42368.0,65918.78,31,307884.16,475004.96,36720.0,49322.1,25835,244590.65,384941.76
2020-10,166,16122.0,28425.42,31,133261.53,178193.65,20230.0,37309.65,14268,164410.03,228104.28
2020-10,170,73562.0,115828.73,31,544723.29,838704.55,69768.0,91774.19,49655,456056.85,725139.65
2020-10,186,79623.0,137528.68,31,633735.04,951082.24,44211.0,57392.68,31528,286315.4,453027.25
2020-10,194,96.0,515.85,27,2535.04,3487.4,506.0,2185.25,368,7825.92,11687.51
2020-10,202,191.0,899.73,30,3571.48,4251.53,1368.0,5038.46,1007,19092.97,25233.74
2020-10,209,3971.0,11716.12,31,46239.96,63434.53,5057.0,15535.12,3598,58665.07,81795.86
2020-10,211,13553.0,23609.95,31,105918.58,159709.02,16932.0,29193.71,11886,135138.77,204554.91
2020-10,224,4245.0,8028.91,31,36531.42,54303.13,10617.0,17396.26,7467,77506.82,120039.05
2020-10,229,54155.0,77583.73,31,362865.07,569608.01,52742.0,69366.75,37448,348417.96,553283.62
2020-10,230,38371.0,63286.63,31,284668.99,435061.88,30714.0,42589.01,21581,201398.12,316172.68
2020-10,231,26054.0,57531.94,31,239949.38,347462.54,30705.0,70446.21,21747,289336.29,420272.95
2020-10,232,2704.0,8706.57,31,39157.47,49804.98,12082.0,29333.42,8676,122414.0,169248.62
2020-10,233,32286.0,51735.99,31,233837.85,360921.04,36087.0,51416.39,25565,243192.79,383837.77999999997
2020-10,234,63045.0,94199.95,31,448773.03,697772.88,53159.0,69956.34,37507,342257.77,547395.88
2020-10,236,123384.0,160797.06,31,822054.84,1289582.47,126534.0,196627.63,88809,794284.1900000001,1274718.42
2020-10,237,127657.0,159405.72,31,821126.78,1307275.6,111997.0,123784.16,79388,677702.37,1097603.92
2020-10,238,67358.0,103400.73,31,487771.01,733573.25,68070.0,100466.1,47179,472382.82,730790.33
2020-10,239,77145.0,107313.69,31,516014.23,812291.39,70504.0,96104.79,49513,462387.44,741567.06
